attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,game_duration,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,weekday,year,month,day,period,field_type,start_time_weather
30683,San Francisco Giants,0,7,5,https://www.baseball-reference.com/boxes/ARI/ARI201607020.shtml,02:55:00,Arizona Diamondbacks,1,9,6,7:10 p.m.,Chase Field,Saturday, 2016,July,2,Night Game, on grass,"0&deg; F, Wind 0mph, In Dome."
27631,Cincinnati Reds,0,11,2,https://www.baseball-reference.com/boxes/WAS/WAS201607010.shtml,04:30:00,Washington Nationals,0,10,3,6:40 p.m.,Nationals Park,Friday, 2016,July,1,Night Game, on grass,"8&deg; F, Wind 8mph out to Centerfield."
45825,Cleveland Indians,0,15,2,https://www.baseball-reference.com/boxes/TOR/TOR201607010.shtml,06:13:00,Toronto Blue Jays,2,11,1,1:20 p.m.,Rogers Centre,Friday, 2016,July,1,Day Game, on turf,"8&deg; F, Wind 0mph, In Dome."
13537,Detroit Tigers,0,14,10,https://www.baseball-reference.com/boxes/TBA/TBA201607010.shtml,03:06:00,Tampa Bay Rays,2,4,2,7:11 p.m.,Tropicana Field,Friday, 2016,July,1,Night Game, on turf,"2&deg; F, Wind 0mph, In Dome."
42987,Milwaukee Brewers,2,4,1,https://www.baseball-reference.com/boxes/SLN/SLN201607010.shtml,02:47:00,St. Louis Cardinals,2,11,7,7:15 p.m.,Busch Stadium III,Friday, 2016,July,1,Night Game, on grass,"0&deg; F, Wind 7mph in from Leftfield, Cloudy."
33006,Baltimore Orioles,0,5,2,https://www.baseball-reference.com/boxes/SEA/SEA201607010.shtml,02:35:00,Seattle Mariners,1,10,5,7:10 p.m.,Safeco Field,Friday, 2016,July,1,Night Game, on grass,"0&deg; F, Wind 2mph out to Rightfield, Cloudy."
41321,New York Yankees,1,7,6,https://www.baseball-reference.com/boxes/SDN/SDN201607010.shtml,03:12:00,San Diego Padres,1,8,7,7:42 p.m.,Petco Park,Friday, 2016,July,1,Night Game, on grass,"3&deg; F, Wind 8mph from Left to Right, Sunny."
30263,Kansas City Royals,2,8,3,https://www.baseball-reference.com/boxes/PHI/PHI201607010.shtml,03:06:00,Philadelphia Phillies,0,12,4,7:09 p.m.,Citizens Bank Park,Friday, 2016,July,1,Night Game, on grass,"9&deg; F, Wind 8mph out to Centerfield."
15710,Pittsburgh Pirates,1,8,7,https://www.baseball-reference.com/boxes/OAK/OAK201607010.shtml,02:45:00,Oakland Athletics,0,4,3,7:07 p.m.,Oakland-Alameda County Coliseum,Friday, 2016,July,1,Night Game, on grass,"1&deg; F, Wind 10mph out to Rightfield, Sunny."
34294,Chicago Cubs,0,6,2,https://www.baseball-reference.com/boxes/NYN/NYN201607010.shtml,02:56:00,New York Mets,0,12,10,7:21 p.m.,Citi Field,Friday, 2016,July,1,Night Game, on grass,"2&deg; F, Wind 6mph out to Leftfield, Cloudy."
25530,Texas Rangers,0,8,3,https://www.baseball-reference.com/boxes/MIN/MIN201607010.shtml,03:04:00,Minnesota Twins,0,7,2,7:10 p.m.,Target Field,Friday, 2016,July,1,Night Game, on grass,"3&deg; F, Wind 3mph in unknown direction, Cloudy."
43644,Colorado Rockies,0,3,0,https://www.baseball-reference.com/boxes/LAN/LAN201607010.shtml,02:53:00,Los Angeles Dodgers,0,9,5,7:11 p.m.,Dodger Stadium,Friday, 2016,July,1,Night Game, on grass,"3&deg; F, Wind 9mph out to Rightfield, Sunny."
31965,Chicago White Sox,1,5,0,https://www.baseball-reference.com/boxes/HOU/HOU201607010.shtml,02:58:00,Houston Astros,0,6,5,7:11 p.m.,Minute Maid Park,Friday, 2016,July,1,Night Game, on grass,"3&deg; F, Wind 0mph, In Dome."
37117,Los Angeles Angels of Anaheim,0,12,4,https://www.baseball-reference.com/boxes/BOS/BOS201607010.shtml,03:36:00,Boston Red Sox,0,16,5,7:09 p.m.,Fenway Park,Friday, 2016,July,1,Night Game, on grass,"5&deg; F, Wind 12mph out to Leftfield."
32036,Miami Marlins,1,17,7,https://www.baseball-reference.com/boxes/ATL/ATL201607010.shtml,04:05:00,Atlanta Braves,0,11,5,7:38 p.m.,Turner Field,Friday, 2016,July,1,Night Game, on grass,"1&deg; F, Wind 9mph from Left to Right, Sunny."
24859,San Francisco Giants,1,10,6,https://www.baseball-reference.com/boxes/ARI/ARI201607010.shtml,02:52:00,Arizona Diamondbacks,0,9,4,6:40 p.m.,Chase Field,Friday, 2016,July,1,Night Game, on grass,"9&deg; F, Wind 0mph, In Dome."
29386,Cincinnati Reds,0,9,4,https://www.baseball-reference.com/boxes/WAS/WAS201606300.shtml,03:07:00,Washington Nationals,0,11,13,7:06 p.m.,Nationals Park,Thursday, 2016,June,30,Night Game, on grass,"1&deg; F, Wind 8mph from Right to Left, Cloudy."
41365,Cleveland Indians,0,10,4,https://www.baseball-reference.com/boxes/TOR/TOR201606300.shtml,02:33:00,Toronto Blue Jays,0,3,1,7:08 p.m.,Rogers Centre,Thursday, 2016,June,30,Night Game, on turf,"7&deg; F, Wind 11mph out to Centerfield, Sunny."
10729,Detroit Tigers,1,11,10,https://www.baseball-reference.com/boxes/TBA/TBA201606300.shtml,03:25:00,Tampa Bay Rays,0,14,7,7:10 p.m.,Tropicana Field,Thursday, 2016,June,30,Night Game, on turf,"2&deg; F, Wind 0mph, In Dome."
44802,Kansas City Royals,0,7,4,https://www.baseball-reference.com/boxes/SLN/SLN201606300.shtml,02:50:00,St. Louis Cardinals,3,3,2,6:15 p.m.,Busch Stadium III,Thursday, 2016,June,30,Night Game, on grass,"9&deg; F, Wind 8mph out to Leftfield, Cloudy."
23715,Baltimore Orioles,1,8,3,https://www.baseball-reference.com/boxes/SEA/SEA201606300.shtml,03:06:00,Seattle Mariners,0,9,5,7:10 p.m.,Safeco Field,Thursday, 2016,June,30,Night Game, on grass,"3&deg; F, Wind 4mph out to Centerfield, Cloudy."
36067,San Francisco Giants,1,14,12,https://www.baseball-reference.com/boxes/OAK/OAK201606300.shtml,03:43:00,Oakland Athletics,0,10,6,7:07 p.m.,Oakland-Alameda County Coliseum,Thursday, 2016,June,30,Night Game, on grass,"6&deg; F, Wind 10mph out to Leftfield, Sunny."
40122,Chicago Cubs,1,9,3,https://www.baseball-reference.com/boxes/NYN/NYN201606300.shtml,03:22:00,New York Mets,0,6,4,7:10 p.m.,Citi Field,Thursday, 2016,June,30,Night Game, on grass,"1&deg; F, Wind 18mph out to Leftfield, Cloudy."
39934,Texas Rangers,0,4,1,https://www.baseball-reference.com/boxes/NYA/NYA201606300.shtml,03:12:00,New York Yankees,0,5,2,1:10 p.m.,Yankee Stadium III,Thursday, 2016,June,30,Day Game, on grass,"1&deg; F, Wind 2mph out to Rightfield, Sunny."
33029,Los Angeles Dodgers,2,14,8,https://www.baseball-reference.com/boxes/MIL/MIL201606300.shtml,03:19:00,Milwaukee Brewers,0,4,1,1:11 p.m.,Miller Park,Thursday, 2016,June,30,Day Game, on grass,"8&deg; F, Wind 11mph out to Rightfield."
26158,Minnesota Twins,1,8,5,https://www.baseball-reference.com/boxes/CHA/CHA201606300.shtml,03:03:00,Chicago White Sox,0,12,6,1:10 p.m.,U.S. Cellular Field,Thursday, 2016,June,30,Day Game, on grass,"7&deg; F, Wind 8mph out to Rightfield."
16097,Miami Marlins,1,7,5,https://www.baseball-reference.com/boxes/ATL/ATL201606300.shtml,03:33:00,Atlanta Braves,1,14,8,7:10 p.m.,Turner Field,Thursday, 2016,June,30,Night Game, on grass,"6&deg; F, Wind 8mph from Right to Left, Cloudy."
33386,New York Mets,1,6,2,https://www.baseball-reference.com/boxes/WAS/WAS201606290.shtml,03:01:00,Washington Nationals,0,5,4,7:10 p.m.,Nationals Park,Wednesday, 2016,June,29,Night Game, on grass,"0&deg; F, Wind 7mph from Left to Right, Sunny."
24110,Boston Red Sox,0,5,0,https://www.baseball-reference.com/boxes/TBA/TBA201606290.shtml,02:49:00,Tampa Bay Rays,1,9,4,12:10 p.m.,Tropicana Field,Wednesday, 2016,June,29,Day Game, on turf,"2&deg; F, Wind 0mph, In Dome."
36683,Houston Astros,1,12,10,https://www.baseball-reference.com/boxes/ANA/ANA201606290.shtml,03:18:00,Los Angeles Angels of Anaheim,2,11,4,12:38 p.m.,Angel Stadium of Anaheim,Wednesday, 2016,June,29,Day Game, on grass,"6&deg; F, Wind 8mph out to Centerfield, Sunny."
29918,New York Mets,0,5,0,https://www.baseball-reference.com/boxes/WAS/WAS201606280.shtml,02:47:00,Washington Nationals,0,7,5,8:00 p.m.,Nationals Park,Tuesday, 2016,June,28,Night Game, on grass,"4&deg; F, Wind 7mph in from Rightfield, Cloudy."
16986,Boston Red Sox,0,11,8,https://www.baseball-reference.com/boxes/TBA/TBA201606280.shtml,03:11:00,Tampa Bay Rays,0,6,2,7:10 p.m.,Tropicana Field,Tuesday, 2016,June,28,Night Game, on turf,"2&deg; F, Wind 0mph, In Dome."
41730,Oakland Athletics,0,12,13,https://www.baseball-reference.com/boxes/SFN/SFN201606280.shtml,03:53:00,San Francisco Giants,1,18,11,7:16 p.m.,AT&T Park,Tuesday, 2016,June,28,Night Game, on grass,"9&deg; F, Wind 16mph out to Centerfield, Sunny."
24836,Pittsburgh Pirates,1,7,2,https://www.baseball-reference.com/boxes/SEA/SEA201606280.shtml,02:53:00,Seattle Mariners,1,12,5,7:10 p.m.,Safeco Field,Tuesday, 2016,June,28,Night Game, on grass,"3&deg; F, Wind 5mph out to Leftfield, Sunny."
31515,Baltimore Orioles,1,17,11,https://www.baseball-reference.com/boxes/SDN/SDN201606280.shtml,03:08:00,San Diego Padres,1,8,7,7:10 p.m.,Petco Park,Tuesday, 2016,June,28,Night Game, on grass,"6&deg; F, Wind 7mph from Right to Left, Sunny."
32373,Texas Rangers,0,11,7,https://www.baseball-reference.com/boxes/NYA/NYA201606280.shtml,02:37:00,New York Yankees,0,8,1,7:08 p.m.,Yankee Stadium III,Tuesday, 2016,June,28,Night Game, on grass,"2&deg; F, Wind 10mph in from Rightfield."
33819,Los Angeles Dodgers,1,12,6,https://www.baseball-reference.com/boxes/MIL/MIL201606280.shtml,03:25:00,Milwaukee Brewers,2,4,5,7:11 p.m.,Miller Park,Tuesday, 2016,June,28,Night Game, on grass,"1&deg; F, Wind 11mph from Left to Right, Sunny."
32909,St. Louis Cardinals,1,9,8,https://www.baseball-reference.com/boxes/KCA/KCA201606280.shtml,02:50:00,Kansas City Royals,1,11,4,7:14 p.m.,Kauffman Stadium,Tuesday, 2016,June,28,Night Game, on grass,"3&deg; F, Wind 8mph from Right to Left, Sunny."
30808,Miami Marlins,0,16,5,https://www.baseball-reference.com/boxes/DET/DET201606280.shtml,03:00:00,Detroit Tigers,3,9,7,7:10 p.m.,Comerica Park,Tuesday, 2016,June,28,Night Game, on grass,"7&deg; F, Wind 11mph out to Centerfield, Overcast."
33917,Toronto Blue Jays,1,18,14,https://www.baseball-reference.com/boxes/COL/COL201606280.shtml,03:51:00,Colorado Rockies,4,14,9,9:21 p.m.,Coors Field,Tuesday, 2016,June,28,Night Game, on grass,"2&deg; F, Wind 4mph from Left to Right, Cloudy."
35999,Chicago Cubs,1,9,7,https://www.baseball-reference.com/boxes/CIN/CIN201606280.shtml,04:43:00,Cincinnati Reds,1,8,2,7:10 p.m.,Great American Ball Park,Tuesday, 2016,June,28,Night Game, on grass,"0&deg; F, Wind 9mph out to Centerfield, Cloudy."
22072,Minnesota Twins,1,7,4,https://www.baseball-reference.com/boxes/CHA/CHA201606280.shtml,02:51:00,Chicago White Sox,0,6,0,7:10 p.m.,U.S. Cellular Field,Tuesday, 2016,June,28,Night Game, on grass,"0&deg; F, Wind 12mph from Left to Right, Sunny."
19206,Cleveland Indians,0,9,5,https://www.baseball-reference.com/boxes/ATL/ATL201606280.shtml,02:40:00,Atlanta Braves,1,5,3,7:10 p.m.,Turner Field,Tuesday, 2016,June,28,Night Game, on grass,"5&deg; F, Wind 2mph out to Leftfield."
19645,Philadelphia Phillies,0,11,4,https://www.baseball-reference.com/boxes/ARI/ARI201606280.shtml,03:34:00,Arizona Diamondbacks,0,10,3,6:40 p.m.,Chase Field,Tuesday, 2016,June,28,Night Game, on grass,"3&deg; F, Wind 0mph, In Dome."
38781,Houston Astros,1,12,7,https://www.baseball-reference.com/boxes/ANA/ANA201606280.shtml,03:07:00,Los Angeles Angels of Anaheim,1,8,1,7:08 p.m.,Angel Stadium of Anaheim,Tuesday, 2016,June,28,Night Game, on grass,"3&deg; F, Wind 10mph out to Rightfield, Sunny."
33109,New York Mets,0,14,4,https://www.baseball-reference.com/boxes/WAS/WAS201606270.shtml,03:33:00,Washington Nationals,0,17,11,7:06 p.m.,Nationals Park,Monday, 2016,June,27,Night Game, on grass,"2&deg; F, Wind 9mph out to Leftfield, Drizzle."
18024,Boston Red Sox,2,12,7,https://www.baseball-reference.com/boxes/TBA/TBA201606270.shtml,03:29:00,Tampa Bay Rays,0,18,13,7:10 p.m.,Tropicana Field,Monday, 2016,June,27,Night Game, on turf,"2&deg; F, Wind 0mph, In Dome."
41442,Oakland Athletics,0,12,8,https://www.baseball-reference.com/boxes/SFN/SFN201606270.shtml,02:43:00,San Francisco Giants,0,7,3,7:16 p.m.,AT&T Park,Monday, 2016,June,27,Night Game, on grass,"4&deg; F, Wind 12mph out to Centerfield, Sunny."
26925,Los Angeles Dodgers,0,7,5,https://www.baseball-reference.com/boxes/PIT/PIT201606270.shtml,03:32:00,Pittsburgh Pirates,1,5,4,12:38 p.m.,PNC Park,Monday, 2016,June,27,Day Game, on grass,"3&deg; F, Wind 9mph out to Leftfield."
32914,Texas Rangers,0,9,9,https://www.baseball-reference.com/boxes/NYA/NYA201606270.shtml,03:43:00,New York Yankees,1,16,6,7:26 p.m.,Yankee Stadium III,Monday, 2016,June,27,Night Game, on grass,"6&deg; F, Wind 19mph from Right to Left."
31355,St. Louis Cardinals,1,6,2,https://www.baseball-reference.com/boxes/KCA/KCA201606270.shtml,02:32:00,Kansas City Royals,0,12,6,7:15 p.m.,Kauffman Stadium,Monday, 2016,June,27,Night Game, on grass,"0&deg; F, Wind 8mph in from Rightfield, Sunny."
36419,Toronto Blue Jays,0,6,5,https://www.baseball-reference.com/boxes/COL/COL201606270.shtml,02:48:00,Colorado Rockies,0,10,9,6:42 p.m.,Coors Field,Monday, 2016,June,27,Night Game, on grass,"0&deg; F, Wind 11mph from Right to Left, Cloudy."
31762,Chicago Cubs,1,17,11,https://www.baseball-reference.com/boxes/CIN/CIN201606270.shtml,03:22:00,Cincinnati Reds,1,8,8,7:10 p.m.,Great American Ball Park,Monday, 2016,June,27,Night Game, on grass,"7&deg; F, Wind 10mph in unknown direction, Overcast."
15538,Cleveland Indians,0,14,8,https://www.baseball-reference.com/boxes/ATL/ATL201606270.shtml,03:15:00,Atlanta Braves,2,8,3,7:10 p.m.,Turner Field,Monday, 2016,June,27,Night Game, on grass,"9&deg; F, Wind 14mph out to Centerfield, Cloudy."
22567,Philadelphia Phillies,1,16,8,https://www.baseball-reference.com/boxes/ARI/ARI201606270.shtml,03:18:00,Arizona Diamondbacks,0,7,0,6:40 p.m.,Chase Field,Monday, 2016,June,27,Night Game, on grass,"2&deg; F, Wind 0mph, In Dome."
36839,Houston Astros,0,11,4,https://www.baseball-reference.com/boxes/ANA/ANA201606270.shtml,03:38:00,Los Angeles Angels of Anaheim,1,9,2,7:09 p.m.,Angel Stadium of Anaheim,Monday, 2016,June,27,Night Game, on grass,"8&deg; F, Wind 5mph from Right to Left."
36312,Boston Red Sox,1,8,2,https://www.baseball-reference.com/boxes/TEX/TEX201606260.shtml,03:04:00,Texas Rangers,0,10,6,2:09 p.m.,Globe Life Park in Arlington,Sunday, 2016,June,26,Day Game, on grass,"3&deg; F, Wind 12mph from Right to Left, Sunny."
41479,Philadelphia Phillies,1,12,7,https://www.baseball-reference.com/boxes/SFN/SFN201606260.shtml,03:16:00,San Francisco Giants,0,16,8,1:07 p.m.,AT&T Park,Sunday, 2016,June,26,Day Game, on grass,"5&deg; F, Wind 8mph out to Centerfield, Cloudy."
35955,St. Louis Cardinals,0,17,11,https://www.baseball-reference.com/boxes/SEA/SEA201606260.shtml,03:25:00,Seattle Mariners,1,12,6,1:10 p.m.,Safeco Field,Sunday, 2016,June,26,Day Game, on grass,"9&deg; F, Wind 6mph out to Centerfield, Sunny."
32228,Los Angeles Dodgers,0,4,3,https://www.baseball-reference.com/boxes/PIT/PIT201606260.shtml,02:40:00,Pittsburgh Pirates,0,9,4,8:09 p.m.,PNC Park,Sunday, 2016,June,26,Night Game, on grass,"5&deg; F, Wind 10mph from Right to Left, Cloudy."
38673,Minnesota Twins,0,8,7,https://www.baseball-reference.com/boxes/NYA/NYA201606260.shtml,02:24:00,New York Yankees,0,2,1,1:08 p.m.,Yankee Stadium III,Sunday, 2016,June,26,Day Game, on grass,"3&deg; F, Wind 5mph out to Centerfield, Sunny."
30215,Washington Nationals,0,4,3,https://www.baseball-reference.com/boxes/MIL/MIL201606260.shtml,03:14:00,Milwaukee Brewers,1,11,2,1:10 p.m.,Miller Park,Sunday, 2016,June,26,Day Game, on grass,"4&deg; F, Wind 8mph in from Leftfield."
27318,Chicago Cubs,1,5,1,https://www.baseball-reference.com/boxes/MIA/MIA201606260.shtml,03:07:00,Miami Marlins,0,9,6,1:10 p.m.,Marlins Park,Sunday, 2016,June,26,Day Game, on grass,"7&deg; F, Wind 0mph, In Dome."
36450,Houston Astros,0,4,1,https://www.baseball-reference.com/boxes/KCA/KCA201606260.shtml,02:33:00,Kansas City Royals,0,13,6,1:17 p.m.,Kauffman Stadium,Sunday, 2016,June,26,Day Game, on grass,"7&deg; F, Wind 6mph in from Rightfield."
36502,Cleveland Indians,0,13,9,https://www.baseball-reference.com/boxes/DET/DET201606260.shtml,02:48:00,Detroit Tigers,0,6,3,1:10 p.m.,Comerica Park,Sunday, 2016,June,26,Day Game, on grass,"6&deg; F, Wind 15mph from Right to Left."
32435,Arizona Diamondbacks,1,15,7,https://www.baseball-reference.com/boxes/COL/COL201606260.shtml,03:35:00,Colorado Rockies,0,11,9,2:11 p.m.,Coors Field,Sunday, 2016,June,26,Day Game, on grass,"9&deg; F, Wind 5mph from Right to Left, Sunny."
40805,San Diego Padres,0,5,0,https://www.baseball-reference.com/boxes/CIN/CIN201606260.shtml,02:38:00,Cincinnati Reds,0,9,3,1:13 p.m.,Great American Ball Park,Sunday, 2016,June,26,Day Game, on grass,"9&deg; F, Wind 8mph from Right to Left, Cloudy."
28345,Toronto Blue Jays,1,5,2,https://www.baseball-reference.com/boxes/CHA/CHA201606260.shtml,02:27:00,Chicago White Sox,0,8,5,1:10 p.m.,U.S. Cellular Field,Sunday, 2016,June,26,Day Game, on grass,"5&deg; F, Wind 7mph out to Rightfield."
38611,Tampa Bay Rays,0,12,5,https://www.baseball-reference.com/boxes/BAL/BAL201606260.shtml,03:03:00,Baltimore Orioles,0,17,12,1:39 p.m.,Oriole Park at Camden Yards,Sunday, 2016,June,26,Day Game, on grass,"3&deg; F, Wind 5mph from Right to Left, Sunny."
20484,New York Mets,1,7,2,https://www.baseball-reference.com/boxes/ATL/ATL201606260.shtml,02:39:00,Atlanta Braves,1,10,5,1:36 p.m.,Turner Field,Sunday, 2016,June,26,Day Game, on grass,"8&deg; F, Wind 8mph in from Rightfield."
36715,Oakland Athletics,0,9,6,https://www.baseball-reference.com/boxes/ANA/ANA201606260.shtml,03:33:00,Los Angeles Angels of Anaheim,0,13,7,12:37 p.m.,Angel Stadium of Anaheim,Sunday, 2016,June,26,Day Game, on grass,"5&deg; F, Wind 9mph out to Centerfield, Sunny."
47559,Boston Red Sox,2,7,3,https://www.baseball-reference.com/boxes/TEX/TEX201606250.shtml,03:30:00,Texas Rangers,0,11,10,8:22 p.m.,Globe Life Park in Arlington,Saturday, 2016,June,25,Night Game, on grass,"8&deg; F, Wind 12mph in from Rightfield, Cloudy."
41928,Philadelphia Phillies,1,6,3,https://www.baseball-reference.com/boxes/SFN/SFN201606250.shtml,02:47:00,San Francisco Giants,1,6,2,7:05 p.m.,AT&T Park,Saturday, 2016,June,25,Night Game, on grass,"3&deg; F, Wind 14mph out to Centerfield, Sunny."
40431,St. Louis Cardinals,1,8,4,https://www.baseball-reference.com/boxes/SEA/SEA201606250.shtml,02:53:00,Seattle Mariners,1,10,5,7:10 p.m.,Safeco Field,Saturday, 2016,June,25,Night Game, on grass,"0&deg; F, Wind 4mph from Left to Right, Sunny."
33590,Los Angeles Dodgers,1,8,1,https://www.baseball-reference.com/boxes/PIT/PIT201606250.shtml,02:47:00,Pittsburgh Pirates,1,5,6,7:15 p.m.,PNC Park,Saturday, 2016,June,25,Night Game, on grass,"4&deg; F, Wind 2mph in from Centerfield, Sunny."
40075,Minnesota Twins,2,3,1,https://www.baseball-reference.com/boxes/NYA/NYA201606250.shtml,02:44:00,New York Yankees,0,10,2,1:08 p.m.,Yankee Stadium III,Saturday, 2016,June,25,Day Game, on grass,"1&deg; F, Wind 7mph in from Leftfield, Sunny."
30085,Washington Nationals,0,10,5,https://www.baseball-reference.com/boxes/MIL/MIL201606250.shtml,03:05:00,Milwaukee Brewers,1,10,6,3:10 p.m.,Miller Park,Saturday, 2016,June,25,Day Game, on grass,"5&deg; F, Wind 16mph out to Rightfield, Sunny."
29457,Chicago Cubs,2,8,6,https://www.baseball-reference.com/boxes/MIA/MIA201606250.shtml,03:09:00,Miami Marlins,0,10,9,4:11 p.m.,Marlins Park,Saturday, 2016,June,25,Day Game, on grass,"6&deg; F, Wind 0mph, In Dome."
38880,Houston Astros,1,16,13,https://www.baseball-reference.com/boxes/KCA/KCA201606250.shtml,03:40:00,Kansas City Royals,0,15,5,6:16 p.m.,Kauffman Stadium,Saturday, 2016,June,25,Night Game, on grass,"3&deg; F, Wind 17mph from Right to Left, Sunny."
39028,Cleveland Indians,0,8,6,https://www.baseball-reference.com/boxes/DET/DET201606250.shtml,02:43:00,Detroit Tigers,0,4,0,4:10 p.m.,Comerica Park,Saturday, 2016,June,25,Day Game, on grass,"5&deg; F, Wind 3mph in from Centerfield, Sunny."
33337,Arizona Diamondbacks,1,10,6,https://www.baseball-reference.com/boxes/COL/COL201606250.shtml,03:35:00,Colorado Rockies,1,15,11,2:10 p.m.,Coors Field,Saturday, 2016,June,25,Day Game, on grass,"1&deg; F, Wind 1mph in from Centerfield, Cloudy."
40871,San Diego Padres,0,5,3,https://www.baseball-reference.com/boxes/CIN/CIN201606250.shtml,02:44:00,Cincinnati Reds,1,4,0,4:16 p.m.,Great American Ball Park,Saturday, 2016,June,25,Day Game, on grass,"7&deg; F, Wind 4mph from Left to Right, Sunny."
25776,Toronto Blue Jays,1,13,10,https://www.baseball-reference.com/boxes/CHA/CHA201606250.shtml,03:14:00,Chicago White Sox,1,12,8,1:12 p.m.,U.S. Cellular Field,Saturday, 2016,June,25,Day Game, on grass,"6&deg; F, Wind 10mph out to Leftfield, Cloudy."
18229,Tampa Bay Rays,0,4,0,https://www.baseball-reference.com/boxes/BAL/BAL201606251.shtml,02:46:00,Baltimore Orioles,1,11,5,1:08 p.m.,Oriole Park at Camden Yards,Saturday, 2016,June,25,Day Game, on grass,"1&deg; F, Wind 5mph from Right to Left, Sunny."
40879,New York Mets,0,8,1,https://www.baseball-reference.com/boxes/ATL/ATL201606250.shtml,03:19:00,Atlanta Braves,0,9,0,7:16 p.m.,Turner Field,Saturday, 2016,June,25,Night Game, on grass,"6&deg; F, Wind 5mph in from Centerfield, Cloudy."
40643,Oakland Athletics,0,12,7,https://www.baseball-reference.com/boxes/ANA/ANA201606250.shtml,03:24:00,Los Angeles Angels of Anaheim,0,13,3,7:08 p.m.,Angel Stadium of Anaheim,Saturday, 2016,June,25,Night Game, on grass,"4&deg; F, Wind 10mph out to Rightfield, Sunny."
46811,Boston Red Sox,0,9,8,https://www.baseball-reference.com/boxes/TEX/TEX201606240.shtml,03:48:00,Texas Rangers,0,16,7,7:09 p.m.,Globe Life Park in Arlington,Friday, 2016,June,24,Night Game, on grass,"1&deg; F, Wind 10mph from Right to Left, Cloudy."
42238,Philadelphia Phillies,2,10,4,https://www.baseball-reference.com/boxes/SFN/SFN201606240.shtml,03:21:00,San Francisco Giants,0,9,5,7:16 p.m.,AT&T Park,Friday, 2016,June,24,Night Game, on grass,"6&deg; F, Wind 19mph out to Centerfield, Sunny."
35746,St. Louis Cardinals,0,4,3,https://www.baseball-reference.com/boxes/SEA/SEA201606240.shtml,02:52:00,Seattle Mariners,1,6,4,7:10 p.m.,Safeco Field,Friday, 2016,June,24,Night Game, on grass,"4&deg; F, Wind 3mph in unknown direction, In Dome."
28226,Los Angeles Dodgers,0,13,6,https://www.baseball-reference.com/boxes/PIT/PIT201606240.shtml,03:17:00,Pittsburgh Pirates,0,12,8,7:07 p.m.,PNC Park,Friday, 2016,June,24,Night Game, on grass,"0&deg; F, Wind 7mph out to Centerfield, Cloudy."
44808,Minnesota Twins,3,7,3,https://www.baseball-reference.com/boxes/NYA/NYA201606240.shtml,02:59:00,New York Yankees,0,8,5,7:09 p.m.,Yankee Stadium III,Friday, 2016,June,24,Night Game, on grass,"7&deg; F, Wind 5mph from Right to Left, Sunny."
32668,Washington Nationals,0,9,3,https://www.baseball-reference.com/boxes/MIL/MIL201606240.shtml,03:06:00,Milwaukee Brewers,1,5,5,7:10 p.m.,Miller Park,Friday, 2016,June,24,Night Game, on grass,"9&deg; F, Wind 11mph in from Centerfield, Sunny."
24385,Chicago Cubs,2,8,5,https://www.baseball-reference.com/boxes/MIA/MIA201606240.shtml,03:24:00,Miami Marlins,0,2,4,7:11 p.m.,Marlins Park,Friday, 2016,June,24,Night Game, on grass,"8&deg; F, Wind 0mph, In Dome."
36195,Houston Astros,1,14,13,https://www.baseball-reference.com/boxes/KCA/KCA201606240.shtml,02:56:00,Kansas City Royals,3,10,4,7:15 p.m.,Kauffman Stadium,Friday, 2016,June,24,Night Game, on grass,"2&deg; F, Wind 13mph from Right to Left."
37886,Cleveland Indians,2,12,7,https://www.baseball-reference.com/boxes/DET/DET201606240.shtml,03:01:00,Detroit Tigers,0,9,5,7:10 p.m.,Comerica Park,Friday, 2016,June,24,Night Game, on grass,"2&deg; F, Wind 7mph in from Centerfield, Sunny."
35216,Arizona Diamondbacks,4,16,10,https://www.baseball-reference.com/boxes/COL/COL201606240.shtml,04:30:00,Colorado Rockies,1,14,9,6:42 p.m.,Coors Field,Friday, 2016,June,24,Night Game, on grass,"3&deg; F, Wind 4mph from Right to Left, Cloudy."
40713,San Diego Padres,1,15,13,https://www.baseball-reference.com/boxes/CIN/CIN201606240.shtml,03:12:00,Cincinnati Reds,0,5,4,7:10 p.m.,Great American Ball Park,Friday, 2016,June,24,Night Game, on grass,"2&deg; F, Wind 5mph out to Rightfield, Cloudy."
27196,Toronto Blue Jays,0,8,2,https://www.baseball-reference.com/boxes/CHA/CHA201606240.shtml,03:22:00,Chicago White Sox,0,11,3,7:11 p.m.,U.S. Cellular Field,Friday, 2016,June,24,Night Game, on grass,"0&deg; F, Wind 8mph from Left to Right, Sunny."
44956,Tampa Bay Rays,1,9,3,https://www.baseball-reference.com/boxes/BAL/BAL201606240.shtml,03:07:00,Baltimore Orioles,0,8,6,7:07 p.m.,Oriole Park at Camden Yards,Friday, 2016,June,24,Night Game, on grass,"2&deg; F, Wind 6mph out to Centerfield."
25565,New York Mets,0,8,8,https://www.baseball-reference.com/boxes/ATL/ATL201606240.shtml,02:55:00,Atlanta Braves,0,11,6,7:36 p.m.,Turner Field,Friday, 2016,June,24,Night Game, on grass,"1&deg; F, Wind 14mph in from Leftfield, Cloudy."
