attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,game_duration,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,weekday,year,month,day,period,field_type,start_time_weather
40030,New York Mets,1,7,3,https://www.baseball-reference.com/boxes/KCA/KCA201604030.shtml,03:13:00,Kansas City Royals,0,9,4,7:38 p.m.,Kauffman Stadium,Sunday, 2016,April,3,Night Game, on grass,"4&deg; F, Wind 14mph from Right to Left, Sunny."
21621,Philadelphia Phillies,0,5,2,https://www.baseball-reference.com/boxes/CIN/CIN201604060.shtml,02:23:00,Cincinnati Reds,0,8,3,7:11 p.m.,Great American Ball Park,Wednesday, 2016,April,6,Night Game, on grass,"5&deg; F, Wind 24mph from Right to Left, Overcast."
12622,Minnesota Twins,0,5,2,https://www.baseball-reference.com/boxes/BAL/BAL201604060.shtml,03:11:00,Baltimore Orioles,0,9,4,7:07 p.m.,Oriole Park at Camden Yards,Wednesday, 2016,April,6,Night Game, on grass,"8&deg; F, Wind 7mph out to Leftfield."
18531,Washington Nationals,0,8,3,https://www.baseball-reference.com/boxes/ATL/ATL201604060.shtml,02:53:00,Atlanta Braves,1,8,1,7:10 p.m.,Turner Field,Wednesday, 2016,April,6,Night Game, on grass,"5&deg; F, Wind 10mph from Right to Left, Cloudy."
18572,Colorado Rockies,1,8,4,https://www.baseball-reference.com/boxes/ARI/ARI201604060.shtml,02:39:00,Arizona Diamondbacks,0,8,3,12:40 p.m.,Chase Field,Wednesday, 2016,April,6,Day Game, on grass,"7&deg; F, Wind 0mph, In Dome."
28386,Seattle Mariners,1,11,10,https://www.baseball-reference.com/boxes/TEX/TEX201604050.shtml,03:30:00,Texas Rangers,1,7,2,7:07 p.m.,Globe Life Park in Arlington,Tuesday, 2016,April,5,Night Game, on grass,"1&deg; F, Wind 12mph from Right to Left, Cloudy."
12757,Toronto Blue Jays,0,9,2,https://www.baseball-reference.com/boxes/TBA/TBA201604050.shtml,03:07:00,Tampa Bay Rays,1,7,3,7:10 p.m.,Tropicana Field,Tuesday, 2016,April,5,Night Game, on turf,"2&deg; F, Wind 0mph, In Dome."
28329,Los Angeles Dodgers,0,6,3,https://www.baseball-reference.com/boxes/SDN/SDN201604050.shtml,02:36:00,San Diego Padres,1,2,0,7:11 p.m.,Petco Park,Tuesday, 2016,April,5,Night Game, on grass,"0&deg; F, Wind 6mph from Left to Right."
26049,St. Louis Cardinals,1,8,5,https://www.baseball-reference.com/boxes/PIT/PIT201604050.shtml,03:27:00,Pittsburgh Pirates,2,12,6,7:08 p.m.,PNC Park,Tuesday, 2016,April,5,Night Game, on grass,"0&deg; F, Wind 7mph out to Leftfield, Sunny."
10478,Chicago White Sox,0,11,5,https://www.baseball-reference.com/boxes/OAK/OAK201604050.shtml,03:28:00,Oakland Athletics,0,10,4,7:08 p.m.,Oakland-Alameda County Coliseum,Tuesday, 2016,April,5,Night Game, on grass,"0&deg; F, Wind 8mph out to Rightfield, Cloudy."
47820,Houston Astros,0,6,5,https://www.baseball-reference.com/boxes/NYA/NYA201604050.shtml,03:17:00,New York Yankees,1,4,3,1:11 p.m.,Yankee Stadium III,Tuesday, 2016,April,5,Day Game, on grass,"6&deg; F, Wind 18mph from Left to Right, Sunny."
24123,San Francisco Giants,0,7,2,https://www.baseball-reference.com/boxes/MIL/MIL201604050.shtml,02:29:00,Milwaukee Brewers,0,6,1,7:10 p.m.,Miller Park,Tuesday, 2016,April,5,Night Game, on grass,"4&deg; F, Wind 0mph, In Dome."
36911,Detroit Tigers,1,12,8,https://www.baseball-reference.com/boxes/MIA/MIA201604050.shtml,03:47:00,Miami Marlins,2,10,7,7:37 p.m.,Marlins Park,Tuesday, 2016,April,5,Night Game, on grass,"7&deg; F, Wind 16mph from Left to Right, Sunny."
13468,Texas Rangers,0,14,7,https://www.baseball-reference.com/boxes/SEA/SEA201604110.shtml,03:00:00,Seattle Mariners,0,7,3,7:10 p.m.,Safeco Field,Monday, 2016,April,11,Night Game, on grass,"7&deg; F, Wind 2mph in from Leftfield."
45229,San Diego Padres,0,6,4,https://www.baseball-reference.com/boxes/PHI/PHI201604110.shtml,02:51:00,Philadelphia Phillies,0,8,3,3:09 p.m.,Citizens Bank Park,Monday, 2016,April,11,Day Game, on grass,"6&deg; F, Wind 17mph out to Leftfield."
13371,Los Angeles Angels of Anaheim,0,9,4,https://www.baseball-reference.com/boxes/OAK/OAK201604110.shtml,03:05:00,Oakland Athletics,0,10,1,7:07 p.m.,Oakland-Alameda County Coliseum,Monday, 2016,April,11,Night Game, on grass,"3&deg; F, Wind 11mph out to Rightfield, Cloudy."
24318,Miami Marlins,1,15,10,https://www.baseball-reference.com/boxes/NYN/NYN201604110.shtml,03:45:00,New York Mets,0,7,3,7:11 p.m.,Citi Field,Monday, 2016,April,11,Night Game, on grass,"7&deg; F, Wind 15mph out to Leftfield."
40638,Chicago White Sox,0,9,4,https://www.baseball-reference.com/boxes/MIN/MIN201604110.shtml,03:05:00,Minnesota Twins,1,6,1,3:16 p.m.,Target Field,Monday, 2016,April,11,Day Game, on grass,"2&deg; F, Wind 21mph in from Leftfield, Cloudy."
43332,Kansas City Royals,0,11,2,https://www.baseball-reference.com/boxes/HOU/HOU201604110.shtml,02:59:00,Houston Astros,0,14,8,7:12 p.m.,Minute Maid Park,Monday, 2016,April,11,Night Game, on grass,"3&deg; F, Wind 0mph, In Dome."
26271,Pittsburgh Pirates,1,17,7,https://www.baseball-reference.com/boxes/DET/DET201604110.shtml,03:17:00,Detroit Tigers,0,6,4,1:10 p.m.,Comerica Park,Monday, 2016,April,11,Day Game, on grass,"6&deg; F, Wind 9mph in from Rightfield, Overcast."
40882,Cincinnati Reds,1,7,3,https://www.baseball-reference.com/boxes/CHN/CHN201604110.shtml,03:03:00,Chicago Cubs,0,3,5,7:06 p.m.,Wrigley Field,Monday, 2016,April,11,Night Game, on grass,"8&deg; F, Wind 12mph from Left to Right, Cloudy."
21203,Kansas City Royals,0,13,6,https://www.baseball-reference.com/boxes/HOU/HOU201604140.shtml,02:41:00,Houston Astros,0,5,2,7:11 p.m.,Minute Maid Park,Thursday, 2016,April,14,Night Game, on grass,"5&deg; F, Wind 2mph out to Leftfield, Cloudy."
21226,San Francisco Giants,1,9,6,https://www.baseball-reference.com/boxes/COL/COL201604140.shtml,03:26:00,Colorado Rockies,3,13,11,1:10 p.m.,Coors Field,Thursday, 2016,April,14,Day Game, on grass,"2&deg; F, Wind 12mph out to Centerfield, Cloudy."
34898,Cincinnati Reds,2,6,1,https://www.baseball-reference.com/boxes/CHN/CHN201604140.shtml,03:07:00,Chicago Cubs,0,11,8,7:05 p.m.,Wrigley Field,Thursday, 2016,April,14,Night Game, on grass,"5&deg; F, Wind 8mph out to Centerfield, Sunny."
19400,Atlanta Braves,0,5,0,https://www.baseball-reference.com/boxes/WAS/WAS201604130.shtml,02:12:00,Washington Nationals,0,4,3,7:05 p.m.,Nationals Park,Wednesday, 2016,April,13,Night Game, on grass,"6&deg; F, Wind 0mph, Sunny."
27938,New York Yankees,1,8,2,https://www.baseball-reference.com/boxes/TOR/TOR201604130.shtml,02:43:00,Toronto Blue Jays,0,10,7,7:08 p.m.,Rogers Centre,Wednesday, 2016,April,13,Night Game, on turf,"8&deg; F, Wind 0mph, In Dome."
16783,Toronto Blue Jays,0,8,4,https://www.baseball-reference.com/boxes/BAL/BAL201604190.shtml,02:50:00,Baltimore Orioles,1,7,3,7:09 p.m.,Oriole Park at Camden Yards,Tuesday, 2016,April,19,Night Game, on grass,"9&deg; F, Wind 11mph in from Centerfield, Sunny."
14160,Los Angeles Dodgers,3,5,1,https://www.baseball-reference.com/boxes/ATL/ATL201604190.shtml,02:57:00,Atlanta Braves,0,10,8,7:10 p.m.,Turner Field,Tuesday, 2016,April,19,Night Game, on grass,"0&deg; F, Wind 2mph out to Centerfield."
45432,Chicago Cubs,0,9,5,https://www.baseball-reference.com/boxes/SLN/SLN201604180.shtml,02:32:00,St. Louis Cardinals,1,5,0,7:09 p.m.,Busch Stadium III,Monday, 2016,April,18,Night Game, on grass,"5&deg; F, Wind 15mph from Right to Left."
41432,Arizona Diamondbacks,0,16,9,https://www.baseball-reference.com/boxes/SFN/SFN201604180.shtml,04:35:00,San Francisco Giants,0,13,7,7:16 p.m.,AT&T Park,Monday, 2016,April,18,Night Game, on grass,"7&deg; F, Wind 6mph out to Centerfield, Cloudy."
21585,New York Mets,0,10,5,https://www.baseball-reference.com/boxes/PHI/PHI201604180.shtml,02:51:00,Philadelphia Phillies,0,7,2,7:07 p.m.,Citizens Bank Park,Monday, 2016,April,18,Night Game, on grass,"7&deg; F, Wind 4mph out to Centerfield, Sunny."
21078,Milwaukee Brewers,1,6,4,https://www.baseball-reference.com/boxes/MIN/MIN201604180.shtml,02:21:00,Minnesota Twins,1,14,7,7:11 p.m.,Target Field,Monday, 2016,April,18,Night Game, on grass,"7&deg; F, Wind 14mph in from Leftfield."
16112,Washington Nationals,1,6,1,https://www.baseball-reference.com/boxes/MIA/MIA201604180.shtml,02:43:00,Miami Marlins,0,10,6,7:11 p.m.,Marlins Park,Monday, 2016,April,18,Night Game, on grass,"3&deg; F, Wind 0mph, In Dome."
12777,Colorado Rockies,1,7,5,https://www.baseball-reference.com/boxes/CIN/CIN201604180.shtml,02:41:00,Cincinnati Reds,0,4,1,7:10 p.m.,Great American Ball Park,Monday, 2016,April,18,Night Game, on grass,"0&deg; F, Wind 10mph out to Centerfield, Sunny."
14706,Los Angeles Angels of Anaheim,0,13,7,https://www.baseball-reference.com/boxes/CHA/CHA201604180.shtml,02:58:00,Chicago White Sox,1,3,0,7:11 p.m.,U.S. Cellular Field,Monday, 2016,April,18,Night Game, on grass,"5&deg; F, Wind 12mph in from Leftfield."
37168,Toronto Blue Jays,0,8,4,https://www.baseball-reference.com/boxes/BOS/BOS201604180.shtml,03:12:00,Boston Red Sox,1,7,3,11:07 a.m.,Fenway Park,Monday, 2016,April,18,Day Game, on grass,"6&deg; F, Wind 8mph in from Leftfield, Cloudy."
21810,Chicago White Sox,1,5,2,https://www.baseball-reference.com/boxes/TBA/TBA201604170.shtml,02:36:00,Tampa Bay Rays,0,8,3,1:10 p.m.,Tropicana Field,Sunday, 2016,April,17,Day Game, on turf,"2&deg; F, Wind 0mph, In Dome."
46268,Cincinnati Reds,1,8,3,https://www.baseball-reference.com/boxes/SLN/SLN201604170.shtml,02:44:00,St. Louis Cardinals,2,7,4,1:15 p.m.,Busch Stadium III,Sunday, 2016,April,17,Day Game, on grass,"8&deg; F, Wind 11mph out to Leftfield, Cloudy."
16497,Chicago Cubs,0,18,16,https://www.baseball-reference.com/boxes/CIN/CIN201604210.shtml,02:56:00,Cincinnati Reds,1,0,0,7:11 p.m.,Great American Ball Park,Thursday, 2016,April,21,Night Game, on grass,"8&deg; F, Wind 13mph in unknown direction, Overcast."
24333,Chicago White Sox,0,11,7,https://www.baseball-reference.com/boxes/TOR/TOR201604250.shtml,03:24:00,Toronto Blue Jays,0,14,5,7:08 p.m.,Rogers Centre,Monday, 2016,April,25,Night Game, on turf,"8&deg; F, Wind 0mph, In Dome."
31453,New York Yankees,1,10,3,https://www.baseball-reference.com/boxes/TEX/TEX201604250.shtml,02:46:00,Texas Rangers,0,3,1,7:10 p.m.,Globe Life Park in Arlington,Monday, 2016,April,25,Night Game, on grass,"2&deg; F, Wind 10mph from Right to Left, Cloudy."
12996,Baltimore Orioles,0,5,0,https://www.baseball-reference.com/boxes/TBA/TBA201604250.shtml,02:37:00,Tampa Bay Rays,0,5,2,7:10 p.m.,Tropicana Field,Monday, 2016,April,25,Night Game, on turf,"2&deg; F, Wind 0mph, In Dome."
41266,San Diego Padres,0,11,4,https://www.baseball-reference.com/boxes/SFN/SFN201604250.shtml,03:47:00,San Francisco Giants,0,12,5,7:15 p.m.,AT&T Park,Monday, 2016,April,25,Night Game, on grass,"9&deg; F, Wind 22mph out to Rightfield, Sunny."
14832,Houston Astros,0,10,2,https://www.baseball-reference.com/boxes/SEA/SEA201604250.shtml,02:40:00,Seattle Mariners,0,4,3,7:11 p.m.,Safeco Field,Monday, 2016,April,25,Night Game, on grass,"6&deg; F, Wind 3mph in from Rightfield, Cloudy."
30250,Cincinnati Reds,0,8,3,https://www.baseball-reference.com/boxes/NYN/NYN201604250.shtml,03:11:00,New York Mets,1,10,5,7:10 p.m.,Citi Field,Monday, 2016,April,25,Night Game, on grass,"4&deg; F, Wind 8mph from Right to Left, Cloudy."
17503,Cleveland Indians,0,12,3,https://www.baseball-reference.com/boxes/MIN/MIN201604250.shtml,03:24:00,Minnesota Twins,1,5,4,7:11 p.m.,Target Field,Monday, 2016,April,25,Night Game, on grass,"0&deg; F, Wind 10mph from Left to Right, Overcast."
44954,Miami Marlins,1,8,3,https://www.baseball-reference.com/boxes/LAN/LAN201604250.shtml,02:51:00,Los Angeles Dodgers,0,7,2,7:10 p.m.,Dodger Stadium,Monday, 2016,April,25,Night Game, on grass,"1&deg; F, Wind 17mph from Left to Right, Sunny."
21671,Oakland Athletics,0,10,3,https://www.baseball-reference.com/boxes/DET/DET201604250.shtml,02:39:00,Detroit Tigers,2,12,7,7:10 p.m.,Comerica Park,Monday, 2016,April,25,Night Game, on grass,"4&deg; F, Wind 12mph in from Leftfield."
20674,Pittsburgh Pirates,0,9,6,https://www.baseball-reference.com/boxes/COL/COL201604250.shtml,02:59:00,Colorado Rockies,0,9,1,6:40 p.m.,Coors Field,Monday, 2016,April,25,Night Game, on grass,"4&deg; F, Wind 6mph out to Rightfield."
22735,Boston Red Sox,0,6,1,https://www.baseball-reference.com/boxes/ATL/ATL201604250.shtml,02:55:00,Atlanta Braves,2,4,0,7:10 p.m.,Turner Field,Monday, 2016,April,25,Night Game, on grass,"5&deg; F, Wind 8mph out to Leftfield, Cloudy."
18208,St. Louis Cardinals,1,11,7,https://www.baseball-reference.com/boxes/ARI/ARI201604250.shtml,03:26:00,Arizona Diamondbacks,0,18,12,6:40 p.m.,Chase Field,Monday, 2016,April,25,Night Game, on grass,"6&deg; F, Wind 0mph, In Dome."
41357,San Diego Padres,1,9,9,https://www.baseball-reference.com/boxes/SFN/SFN201604270.shtml,03:21:00,San Francisco Giants,0,16,13,12:45 p.m.,AT&T Park,Wednesday, 2016,April,27,Day Game, on grass,"9&deg; F, Wind 16mph from Right to Left, Overcast."
27217,Toronto Blue Jays,0,5,5,https://www.baseball-reference.com/boxes/TBA/TBA201605010.shtml,02:34:00,Tampa Bay Rays,1,4,1,1:10 p.m.,Tropicana Field,Sunday, 2016,May,1,Day Game, on turf,"2&deg; F, Wind 0mph, In Dome."
42933,Washington Nationals,0,11,6,https://www.baseball-reference.com/boxes/SLN/SLN201605010.shtml,02:47:00,St. Louis Cardinals,0,6,1,1:15 p.m.,Busch Stadium III,Sunday, 2016,May,1,Day Game, on grass,"8&deg; F, Wind 8mph out to Rightfield, Cloudy."
37053,Kansas City Royals,0,11,4,https://www.baseball-reference.com/boxes/SEA/SEA201605010.shtml,03:14:00,Seattle Mariners,1,8,1,1:10 p.m.,Safeco Field,Sunday, 2016,May,1,Day Game, on grass,"6&deg; F, Wind 8mph out to Centerfield, Sunny."
28755,Cincinnati Reds,0,8,6,https://www.baseball-reference.com/boxes/PIT/PIT201605010.shtml,03:42:00,Pittsburgh Pirates,4,9,5,1:36 p.m.,PNC Park,Sunday, 2016,May,1,Day Game, on grass,"7&deg; F, Wind 8mph out to Rightfield."
23809,Cleveland Indians,0,4,1,https://www.baseball-reference.com/boxes/PHI/PHI201605010.shtml,02:40:00,Philadelphia Phillies,2,4,2,2:40 p.m.,Citizens Bank Park,Sunday, 2016,May,1,Day Game, on grass,"1&deg; F, Wind 1mph out to Centerfield, Overcast."
24135,Houston Astros,0,2,2,https://www.baseball-reference.com/boxes/OAK/OAK201605010.shtml,02:50:00,Oakland Athletics,0,8,1,1:07 p.m.,Oakland-Alameda County Coliseum,Sunday, 2016,May,1,Day Game, on grass,"1&deg; F, Wind 5mph out to Rightfield, Sunny."
39077,San Francisco Giants,0,8,6,https://www.baseball-reference.com/boxes/NYN/NYN201605010.shtml,03:19:00,New York Mets,0,10,1,1:12 p.m.,Citi Field,Sunday, 2016,May,1,Day Game, on grass,"0&deg; F, Wind 14mph from Right to Left, Drizzle."
24749,Detroit Tigers,0,14,6,https://www.baseball-reference.com/boxes/MIN/MIN201605010.shtml,03:33:00,Minnesota Twins,0,11,5,1:11 p.m.,Target Field,Sunday, 2016,May,1,Day Game, on grass,"8&deg; F, Wind 10mph in from Leftfield, Cloudy."
28181,Miami Marlins,1,16,5,https://www.baseball-reference.com/boxes/MIL/MIL201605010.shtml,03:21:00,Milwaukee Brewers,0,18,14,1:11 p.m.,Miller Park,Sunday, 2016,May,1,Day Game, on grass,"7&deg; F, Wind 0mph, In Dome."
49271,San Diego Padres,1,3,0,https://www.baseball-reference.com/boxes/LAN/LAN201605010.shtml,02:07:00,Los Angeles Dodgers,0,3,1,1:10 p.m.,Dodger Stadium,Sunday, 2016,May,1,Day Game, on grass,"0&deg; F, Wind 6mph out to Centerfield, Sunny."
40164,Atlanta Braves,1,5,4,https://www.baseball-reference.com/boxes/CHN/CHN201605010.shtml,03:04:00,Chicago Cubs,1,6,3,1:21 p.m.,Wrigley Field,Sunday, 2016,May,1,Day Game, on grass,"4&deg; F, Wind 14mph in from Centerfield, Overcast."
34279,New York Yankees,2,9,7,https://www.baseball-reference.com/boxes/BOS/BOS201605010.shtml,03:17:00,Boston Red Sox,0,14,8,8:09 p.m.,Fenway Park,Sunday, 2016,May,1,Night Game, on grass,"9&deg; F, Wind 9mph from Right to Left, Drizzle."
40087,Philadelphia Phillies,0,5,1,https://www.baseball-reference.com/boxes/SLN/SLN201605030.shtml,02:31:00,St. Louis Cardinals,0,3,0,7:15 p.m.,Busch Stadium III,Tuesday, 2016,May,3,Night Game, on grass,"3&deg; F, Wind 5mph out to Rightfield, Cloudy."
42338,Pittsburgh Pirates,0,11,4,https://www.baseball-reference.com/boxes/SLN/SLN201605070.shtml,03:23:00,St. Louis Cardinals,1,9,6,1:16 p.m.,Busch Stadium III,Saturday, 2016,May,7,Day Game, on grass,"4&deg; F, Wind 14mph out to Rightfield, Sunny."
41590,Colorado Rockies,0,12,1,https://www.baseball-reference.com/boxes/SFN/SFN201605070.shtml,04:20:00,San Francisco Giants,0,7,2,1:05 p.m.,AT&T Park,Saturday, 2016,May,7,Day Game, on grass,"0&deg; F, Wind 6mph out to Centerfield, Overcast."
41028,New York Mets,0,9,6,https://www.baseball-reference.com/boxes/SDN/SDN201605070.shtml,02:52:00,San Diego Padres,0,8,3,5:41 p.m.,Petco Park,Saturday, 2016,May,7,Night Game, on grass,"0&deg; F, Wind 15mph from Left to Right, Sunny."
47822,Boston Red Sox,0,6,2,https://www.baseball-reference.com/boxes/NYA/NYA201605070.shtml,03:09:00,New York Yankees,1,11,8,1:08 p.m.,Yankee Stadium III,Saturday, 2016,May,7,Day Game, on grass,"3&deg; F, Wind 10mph in from Leftfield."
21719,Philadelphia Phillies,0,5,4,https://www.baseball-reference.com/boxes/MIA/MIA201605070.shtml,03:20:00,Miami Marlins,1,10,3,7:10 p.m.,Marlins Park,Saturday, 2016,May,7,Night Game, on grass,"8&deg; F, Wind 5mph in from Leftfield, Sunny."
31559,Seattle Mariners,0,11,3,https://www.baseball-reference.com/boxes/HOU/HOU201605070.shtml,03:27:00,Houston Astros,1,8,2,6:11 p.m.,Minute Maid Park,Saturday, 2016,May,7,Night Game, on grass,"1&deg; F, Wind 11mph in from Leftfield, Cloudy."
35551,Texas Rangers,0,10,10,https://www.baseball-reference.com/boxes/DET/DET201605070.shtml,03:14:00,Detroit Tigers,0,11,5,1:10 p.m.,Comerica Park,Saturday, 2016,May,7,Day Game, on grass,"8&deg; F, Wind 8mph from Right to Left, Overcast."
17302,Kansas City Royals,0,12,7,https://www.baseball-reference.com/boxes/CLE/CLE201605070.shtml,02:41:00,Cleveland Indians,0,6,0,4:10 p.m.,Progressive Field,Saturday, 2016,May,7,Day Game, on grass,"9&deg; F, Wind 5mph from Right to Left, Overcast."
27567,Milwaukee Brewers,2,15,13,https://www.baseball-reference.com/boxes/CIN/CIN201605070.shtml,03:38:00,Cincinnati Reds,3,11,7,7:10 p.m.,Great American Ball Park,Saturday, 2016,May,7,Night Game, on grass,"3&deg; F, Wind 11mph out to Leftfield, Overcast."
40471,Washington Nationals,0,6,5,https://www.baseball-reference.com/boxes/CHN/CHN201605070.shtml,03:32:00,Chicago Cubs,1,11,8,3:05 p.m.,Wrigley Field,Saturday, 2016,May,7,Day Game, on grass,"1&deg; F, Wind 23mph in from Leftfield, Sunny."
28049,Minnesota Twins,0,4,2,https://www.baseball-reference.com/boxes/CHA/CHA201605070.shtml,02:58:00,Chicago White Sox,0,13,7,6:10 p.m.,U.S. Cellular Field,Saturday, 2016,May,7,Night Game, on grass,"0&deg; F, Wind 16mph from Left to Right, Sunny."
29862,Oakland Athletics,1,9,2,https://www.baseball-reference.com/boxes/BAL/BAL201605072.shtml,02:32:00,Baltimore Orioles,0,8,5,7:07 p.m.,Oriole Park at Camden Yards,Saturday, 2016,May,7,Night Game, on grass,"2&deg; F, Wind 1mph from Right to Left, Sunny."
15230,Tampa Bay Rays,1,4,2,https://www.baseball-reference.com/boxes/SEA/SEA201605090.shtml,03:05:00,Seattle Mariners,0,9,5,7:10 p.m.,Safeco Field,Monday, 2016,May,9,Night Game, on grass,"6&deg; F, Wind 3mph out to Rightfield, Cloudy."
14604,Oakland Athletics,1,11,6,https://www.baseball-reference.com/boxes/TBA/TBA201605130.shtml,03:07:00,Tampa Bay Rays,0,5,3,7:10 p.m.,Tropicana Field,Friday, 2016,May,13,Night Game, on turf,"2&deg; F, Wind 0mph, In Dome."
34579,Los Angeles Angels of Anaheim,0,13,7,https://www.baseball-reference.com/boxes/SEA/SEA201605130.shtml,03:41:00,Seattle Mariners,0,10,6,7:10 p.m.,Safeco Field,Friday, 2016,May,13,Night Game, on grass,"6&deg; F, Wind 2mph out to Centerfield."
22230,Cincinnati Reds,0,4,2,https://www.baseball-reference.com/boxes/PHI/PHI201605130.shtml,02:37:00,Philadelphia Phillies,1,7,3,7:09 p.m.,Citizens Bank Park,Friday, 2016,May,13,Night Game, on grass,"8&deg; F, Wind 6mph from Left to Right."
34264,Chicago White Sox,0,9,7,https://www.baseball-reference.com/boxes/NYA/NYA201605130.shtml,02:45:00,New York Yankees,0,6,1,7:08 p.m.,Yankee Stadium III,Friday, 2016,May,13,Night Game, on grass,"2&deg; F, Wind 1mph in unknown direction, Drizzle."
35291,San Diego Padres,0,3,0,https://www.baseball-reference.com/boxes/MIL/MIL201605130.shtml,02:56:00,Milwaukee Brewers,2,7,1,7:10 p.m.,Miller Park,Friday, 2016,May,13,Night Game, on grass,"7&deg; F, Wind 0mph, In Dome."
46716,St. Louis Cardinals,4,9,4,https://www.baseball-reference.com/boxes/LAN/LAN201605130.shtml,03:01:00,Los Angeles Dodgers,1,11,8,7:10 p.m.,Dodger Stadium,Friday, 2016,May,13,Night Game, on grass,"7&deg; F, Wind 7mph out to Rightfield, Cloudy."
33132,Atlanta Braves,2,7,1,https://www.baseball-reference.com/boxes/KCA/KCA201605130.shtml,02:45:00,Kansas City Royals,1,7,5,7:15 p.m.,Kauffman Stadium,Friday, 2016,May,13,Night Game, on grass,"2&deg; F, Wind 21mph from Left to Right."
38712,New York Mets,0,6,2,https://www.baseball-reference.com/boxes/COL/COL201605130.shtml,02:48:00,Colorado Rockies,0,12,5,6:42 p.m.,Coors Field,Friday, 2016,May,13,Night Game, on grass,"6&deg; F, Wind 8mph from Right to Left."
17803,Minnesota Twins,1,8,6,https://www.baseball-reference.com/boxes/CLE/CLE201605130.shtml,03:07:00,Cleveland Indians,2,8,7,7:10 p.m.,Progressive Field,Friday, 2016,May,13,Night Game, on grass,"2&deg; F, Wind 11mph from Left to Right, Sunny."
37479,Pittsburgh Pirates,0,11,4,https://www.baseball-reference.com/boxes/CHN/CHN201605130.shtml,02:55:00,Chicago Cubs,1,11,9,1:20 p.m.,Wrigley Field,Friday, 2016,May,13,Day Game, on grass,"5&deg; F, Wind 11mph out to Rightfield, Cloudy."
33148,Houston Astros,0,13,7,https://www.baseball-reference.com/boxes/BOS/BOS201605130.shtml,03:49:00,Boston Red Sox,0,11,6,7:10 p.m.,Fenway Park,Friday, 2016,May,13,Night Game, on grass,"5&deg; F, Wind 12mph out to Centerfield."
30488,Detroit Tigers,0,6,0,https://www.baseball-reference.com/boxes/BAL/BAL201605130.shtml,02:39:00,Baltimore Orioles,0,4,1,7:07 p.m.,Oriole Park at Camden Yards,Friday, 2016,May,13,Night Game, on grass,"5&deg; F, Wind 4mph out to Rightfield, Sunny."
27869,Cincinnati Reds,1,14,9,https://www.baseball-reference.com/boxes/PHI/PHI201605150.shtml,03:52:00,Philadelphia Phillies,2,12,4,1:39 p.m.,Citizens Bank Park,Sunday, 2016,May,15,Day Game, on grass,"4&deg; F, Wind 23mph from Left to Right."
27257,Atlanta Braves,0,8,7,https://www.baseball-reference.com/boxes/PHI/PHI201605200.shtml,03:00:00,Philadelphia Phillies,2,6,1,7:07 p.m.,Citizens Bank Park,Friday, 2016,May,20,Night Game, on grass,"2&deg; F, Wind 4mph from Left to Right."
28235,New York Yankees,1,13,8,https://www.baseball-reference.com/boxes/OAK/OAK201605200.shtml,03:13:00,Oakland Athletics,3,6,3,6:38 p.m.,Oakland-Alameda County Coliseum,Friday, 2016,May,20,Night Game, on grass,"9&deg; F, Wind 22mph out to Rightfield."
36239,Milwaukee Brewers,0,3,2,https://www.baseball-reference.com/boxes/NYN/NYN201605200.shtml,02:31:00,New York Mets,0,7,3,7:11 p.m.,Citi Field,Friday, 2016,May,20,Night Game, on grass,"9&deg; F, Wind 12mph out to Leftfield, Sunny."
29396,Toronto Blue Jays,2,14,9,https://www.baseball-reference.com/boxes/MIN/MIN201605200.shtml,02:48:00,Minnesota Twins,0,10,3,7:11 p.m.,Target Field,Friday, 2016,May,20,Night Game, on grass,"3&deg; F, Wind 6mph from Right to Left, Cloudy."
20017,Washington Nationals,0,8,4,https://www.baseball-reference.com/boxes/MIA/MIA201605200.shtml,02:53:00,Miami Marlins,0,9,1,7:11 p.m.,Marlins Park,Friday, 2016,May,20,Night Game, on grass,"7&deg; F, Wind 0mph, In Dome."
28724,Texas Rangers,0,5,2,https://www.baseball-reference.com/boxes/HOU/HOU201605200.shtml,02:33:00,Houston Astros,0,6,1,7:11 p.m.,Minute Maid Park,Friday, 2016,May,20,Night Game, on grass,"2&deg; F, Wind 9mph in from Leftfield, Sunny."
30304,Tampa Bay Rays,2,8,7,https://www.baseball-reference.com/boxes/DET/DET201605200.shtml,03:26:00,Detroit Tigers,1,11,5,7:10 p.m.,Comerica Park,Friday, 2016,May,20,Night Game, on grass,"8&deg; F, Wind 9mph out to Rightfield."
20435,Seattle Mariners,0,10,8,https://www.baseball-reference.com/boxes/CIN/CIN201605200.shtml,03:10:00,Cincinnati Reds,0,8,3,7:55 p.m.,Great American Ball Park,Friday, 2016,May,20,Night Game, on grass,"9&deg; F, Wind 7mph from Right to Left, Rain."
24020,Kansas City Royals,1,12,4,https://www.baseball-reference.com/boxes/CHA/CHA201605200.shtml,02:59:00,Chicago White Sox,1,6,1,7:11 p.m.,U.S. Cellular Field,Friday, 2016,May,20,Night Game, on grass,"4&deg; F, Wind 13mph from Left to Right."
37354,Cleveland Indians,1,8,4,https://www.baseball-reference.com/boxes/BOS/BOS201605200.shtml,03:07:00,Boston Red Sox,1,6,2,7:11 p.m.,Fenway Park,Friday, 2016,May,20,Night Game, on grass,"6&deg; F, Wind 10mph out to Leftfield, Cloudy."
